Incident Number,Lon,Latt
27420593,1.03645,51.04982
27421668,0.97638,51.12116
27422217,1.17459,51.07772
27424144,1.08211,51.07111
27424362,1.07256,51.07755
27427470,1.14133,51.08771
27427625,0.91347,51.13603
27428801,1.16767,51.09579
27428844,1.00267,51.1044
27429660,1.07408,51.09042
27431030,0.95506,51.16642
27431098,1.18391,51.08325
27431715,1.0911,51.07256
27432581,0.9676,51.15594
27432801,1.16752,51.08222
27432981,1.16078,51.08519
27436696,1.08044,51.06756
27437018,1.12404,51.07899
27437675,1.17189,51.086
27437970,1.15181,51.10946
27438244,1.17387,51.07675
27438641,1.1794,51.09181
27439039,1.14606,51.08773
27439098,1.13106,51.08864
27439184,1.08101,51.07335
27439263,1.17387,51.07675
27439804,1.15838,51.07987
27442575,1.16998,51.07803
27442956,1.18858,51.07773
27443081,0.91936,51.09418
27443139,1.06025,51.06449
27448717,1.19073,51.09338
27449173,1.0911,51.07256
27449340,1.07917,51.07683
27449615,1.16339,51.09053
27450733,1.16597,51.09432
27450896,1.12264,51.09457
27453532,0.94212,51.18267
27454887,1.18171,51.09478
27454935,1.13451,51.08873
27455678,1.14503,51.10453
27456190,1.03685,51.13574
27456289,1.1073,51.0956
27457108,1.16113,51.11131
27457249,1.15359,51.09213
27457329,1.04712,51.09769
27458076,1.15233,51.08036
27459864,1.1484,51.08014
27460321,0.94024,51.08556
27461089,0.93521,51.11897
27461282,0.93501,51.11888
27461498,1.18045,51.08173
27461785,1.1571,51.07379
27463900,1.08335,51.06838
27464366,1.1348,51.09238
27465330,1.17536,51.07761
27465405,1.14498,51.09282
27465859,1.14697,51.08018
27467285,1.01371,51.07187
27467326,1.13374,51.08417
27467577,1.20752,51.12789
27468287,1.12402,51.07172
27469194,0.9339,51.1208
27469344,1.08644,51.0719
27470209,1.09232,51.07444
27471935,1.11633,51.09616
27472532,1.16989,51.11182
27473358,1.07633,51.07158
27473579,1.09128,51.07288
27473617,0.94212,51.18267
27473660,1.17949,51.09175
27474410,1.17901,51.0892
27475351,1.18263,51.08177
27476057,1.13502,51.0724
27476985,1.15007,51.08369
27478310,0.96862,51.12373
27479272,1.12155,51.0723
27479299,1.19054,51.08473
27481673,0.88528,51.10686
27482293,0.93341,51.11497
27482694,1.19619,51.09171
27483034,1.12585,51.08978
27484434,0.93778,51.17858
27484565,1.16662,51.09531
27487477,1.13936,51.07318
27487739,1.13301,51.0899
27489181,1.16882,51.08661
27489690,0.93635,51.18191
27490245,1.13233,51.07265
27490538,1.16014,51.1266
27493369,1.04353,51.05846
27493574,1.08317,51.06568
27493824,1.1563,51.11231
27494130,1.15869,51.07763
27494511,0.92693,51.14572
27494913,1.16975,51.07953
27495317,1.04689,51.09474
27495565,1.16089,51.13327
27496120,0.94555,51.09117
27496886,1.02692,51.07885
27497541,1.17546,51.12079
27497738,1.16078,51.08519
27497832,1.16489,51.09494
27500237,1.20237,51.11226
27500579,1.16788,51.0791
27500674,1.15967,51.11197
27501141,1.10557,51.08038
27502285,1.1435,51.07354
27502981,1.07693,51.08026
27503682,1.13507,51.08871
27503739,1.16486,51.08989
27503861,1.08038,51.06666
27504209,1.12108,51.09567
27505699,1.16545,51.07782
27505731,1.148,51.0762
27506092,1.04499,51.0592
27506330,1.1749,51.08229
27507330,1.08193,51.06842
27508169,1.08527,51.07162
27509050,1.07992,51.07936
27509939,1.05312,51.06468
27510719,1.18597,51.09033
27511716,1.05149,51.0962
27512852,1.12255,51.08905
27513952,1.16978,51.08965
27516345,1.18171,51.08376
27516554,1.05149,51.0962
27517190,1.16654,51.07681
27517455,1.10481,51.08084
27518684,0.95849,51.0806
27518987,1.18292,51.0837
27519386,1.15967,51.11197
27523079,1.12152,51.09243
27523775,1.1805,51.09006
27526968,1.16024,51.11216
27527221,1.04474,51.09485
27528908,1.17233,51.09141
27529390,1.08922,51.07176
27529602,1.08009,51.08139
27529622,1.17857,51.08046
27530076,1.14716,51.08287
27531273,1.16568,51.09624
27531579,1.07716,51.0658
27533151,1.17261,51.0783
27533208,1.04316,51.14998
27533344,1.1348,51.09238
27534842,1.17457,51.0933
27536322,1.18262,51.08565
27537286,1.17845,51.07956
27540132,1.02274,51.11221
27540667,1.15503,51.08637
27541937,1.06663,51.06843
27542432,1.16563,51.09053
27542938,1.18362,51.07806
27543969,1.19154,51.08436
27544832,1.18956,51.08929
27544967,1.15824,51.09248
27547252,1.17694,51.07972
27548151,1.16213,51.11395
27548448,0.9675,51.15323
27548465,1.04576,51.06127
27548663,1.18287,51.07933
27549340,0.93013,51.11778
27551114,1.18521,51.08513
27552374,1.08249,51.06938
27552407,1.15724,51.09035
27552856,1.16588,51.08318
27553115,1.06129,51.06737
27553343,1.13412,51.08891
27553391,1.1724,51.08915
27554054,0.97088,51.1114
27554648,1.04488,51.09487
27554972,0.97825,51.12148
27555169,1.13651,51.08039
27556132,1.11443,51.07855
27557089,0.91939,51.18201
27558106,1.07276,51.07215
27558114,1.05149,51.0962
27558373,1.20992,51.10124
27559435,1.17327,51.08108
27559631,1.15517,51.09243
27560494,1.19464,51.0832
27561981,1.07649,51.07188
27563648,1.07351,51.06383
27565765,1.17115,51.07862
27566070,1.14549,51.07932
27566214,0.95806,51.16337
27568575,1.1474,51.08646
27568653,1.17189,51.086
27569243,1.13322,51.08631
27569306,1.04944,51.13491
27570141,1.04488,51.09487
27570192,1.13067,51.08999
27570613,1.12989,51.08999
27571216,1.15783,51.11357
27571994,0.8893,51.12603
27572700,1.04488,51.09487
27573328,0.92488,51.11383
27573338,1.01961,51.07182
27575305,0.93501,51.11888
27578303,1.01371,51.07187
